,company,weight,OS,ram,processor,processor_speed,screen_size,screen_type,touch_screen,price,height_resolution,width_resolution
2479,HP,1.13,Windows,16.0,Intel Core i7,2800.0,14.0,LCD,0.0,6275.0,1920.0,1080.0
2480,Lenovo,1.5,Windows,16.0,Intel Core i7,2800.0,14.0,IPS,1.0,4490.0,1920.0,1080.0
2481,Lenovo,1.2,Windows,16.0,Intel Core i7,2800.0,13.3,IPS,1.0,6424.0,2560.0,1600.0
2482,Asus,2.0,Windows,16.0,Intel Core i7,3300.0,15.6,IPS,0.0,4978.0,1920.0,1080.0
2483,Lenovo,1.26,Windows,16.0,Intel Core i7,2800.0,13.3,IPS,0.0,3600.0,1920.0,1200.0
2484,Dell,1.65,Windows,32.0,Intel Core i7,2400.0,15.6,LCD,0.0,12462.0,1920.0,1200.0
2486,Lenovo,2.53,Windows,16.0,Intel Core i7,2400.0,16.0,IPS,0.0,9935.0,2560.0,1600.0
2487,HP,2.42,Windows,16.0,Intel Core i7,2600.0,15.6,IPS,0.0,8489.0,1920.0,1080.0
2488,HP,2.36,Windows,8.0,Intel Core i5,1600.0,17.3,IPS,0.0,3589.0,1920.0,1080.0
2489,Asus,1.4,Windows,16.0,Intel Core i5,3300.0,14.0,OLED,1.0,5880.0,2880.0,1800.0
2490,Lenovo,1.36,Windows,16.0,Intel Core i7,2800.0,14.0,IPS,0.0,5478.0,1920.0,1080.0
2491,Lenovo,2.1,Windows,8.0,Intel Core i7,2800.0,17.3,IPS,0.0,4486.0,1920.0,1080.0
2492,Lenovo,1.5,Windows,8.0,Intel Core i7,2800.0,14.0,IPS,1.0,3890.0,1920.0,1080.0
2493,HP,1.41,Windows,32.0,Intel Core i7,2800.0,14.0,IPS,1.0,7741.0,1920.0,1080.0
2494,Lenovo,1.64,Windows,16.0,Intel Core i7,2800.0,14.0,IPS,0.0,4657.0,1920.0,1080.0
2495,Lenovo,1.69,Windows,16.0,Intel Core i5,1600.0,14.0,IPS,0.0,3989.0,1920.0,1080.0
2496,Dell,1.61,Windows,8.0,Intel Core i5,1600.0,14.0,LCD,1.0,3599.0,1920.0,1080.0
2497,Dell,1.44,Windows,8.0,Intel Core i5,3100.0,14.0,LCD,0.0,3730.0,1920.0,1080.0
2498,Lenovo,1.8,Windows,16.0,Intel Core i7,2800.0,15.6,IPS,1.0,3989.0,1920.0,1080.0
2499,Asus,1.8,Windows,16.0,Intel Core i7,2800.0,15.6,LCD,0.0,3552.0,1920.0,1080.0
2500,Asus,2.0,Windows,16.0,Intel Core i7,3300.0,15.6,LCD,0.0,5565.0,1920.0,1080.0
2501,Asus,2.5,Windows,16.0,AMD Ryzen 9,3300.0,15.6,IPS,0.0,7939.0,1920.0,1080.0
2502,HP,1.74,Windows,16.0,Intel Core i7,3500.0,15.6,IPS,1.0,4090.0,1920.0,1080.0
2503,Asus,2.0,Windows,16.0,Intel Core i7,3300.0,15.6,LCD,0.0,5890.0,1920.0,1080.0
2504,Lenovo,1.9,Windows,16.0,Intel Core i7,2800.0,15.6,IPS,0.0,5400.0,1920.0,1080.0
2505,Lenovo,1.4,Windows,8.0,Intel Core i7,2800.0,14.0,IPS,1.0,4500.0,1920.0,1280.0
2506,Asus,2.0,Windows,16.0,Intel Core i7,3300.0,15.6,LCD,0.0,4772.0,1920.0,1080.0
2508,HP,1.82,Windows,16.0,Intel Core i7,2800.0,14.0,IPS,0.0,4040.0,1920.0,1080.0
2509,Asus,2.0,Windows,16.0,Intel Core i5,3100.0,15.6,LCD,0.0,4151.0,1920.0,1080.0
2510,Dell,1.36,Windows,8.0,Intel Core i5,3300.0,14.0,LCD,0.0,5029.0,1920.0,1080.0
2511,Dell,1.22,Windows,32.0,Intel Core i7,2800.0,14.0,LCD,0.0,6985.0,1920.0,1080.0
2512,HP,1.35,Windows,16.0,Intel Core i5,3300.0,14.0,IPS,1.0,5999.0,1920.0,1200.0
2513,Dell,1.79,Windows,8.0,Intel Core i5,3300.0,15.6,LCD,0.0,3750.0,1920.0,1080.0
2514,Lenovo,2.25,Windows,16.0,Intel Core i7,3300.0,15.6,IPS,0.0,4990.0,1920.0,1080.0
2515,Asus,1.39,Windows,16.0,Intel Core i7,2400.0,14.0,OLED,0.0,6055.0,2880.0,1800.0
2516,HP,1.75,Windows,16.0,Intel Core i5,2400.0,15.6,IPS,0.0,3719.0,1920.0,1080.0
2520,Asus,2.3,Windows,16.0,Intel Core i7,2300.0,15.6,LCD,0.0,5190.0,1920.0,1080.0
2521,Lenovo,1.8,Windows,16.0,Intel Core i7,2800.0,15.6,IPS,1.0,4939.0,1920.0,1080.0
2522,Lenovo,1.9,Windows,16.0,Intel Core i7,2800.0,15.6,IPS,0.0,3490.0,1920.0,1080.0
2523,Lenovo,1.45,Windows,16.0,Intel Core i5,2400.0,15.6,LED,0.0,4763.0,1920.0,1080.0
2524,Asus,2.1,Windows,8.0,AMD Ryzen 7,3200.0,15.6,IPS,0.0,5490.0,1920.0,1080.0
2525,Asus,2.0,Windows,32.0,Intel Core i9,2400.0,16.0,LCD,0.0,13560.0,1920.0,1200.0
2526,HP,1.65,Windows,32.0,Intel Core i7,2300.0,17.3,IPS,0.0,7990.0,1920.0,1080.0
2527,Lenovo,1.75,Windows,32.0,Intel Core i7,2800.0,15.6,IPS,0.0,8190.0,3840.0,2160.0
2528,Lenovo,1.24,Windows,16.0,Intel Core i7,2400.0,14.0,IPS,0.0,6390.0,1920.0,1200.0
2529,Lenovo,1.43,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,1.0,3786.0,1920.0,1080.0
2530,HP,1.98,Windows,16.0,AMD Ryzen 7,2400.0,15.6,IPS,0.0,4238.0,1920.0,1080.0
2531,Lenovo,1.8,Windows,16.0,Intel Core i5,2400.0,15.6,IPS,1.0,4040.0,1920.0,1080.0
2532,Dell,1.25,Windows,8.0,Intel Core i7,2800.0,14.0,IPS,0.0,4599.0,2560.0,1600.0
2533,Acer,2.5,Windows,16.0,Intel Core i7,3500.0,15.6,LCD,0.0,6659.0,1920.0,1080.0
2535,HP,1.34,Windows,16.0,Intel Core i7,2800.0,13.5,LCD,1.0,7405.0,3000.0,2000.0
2536,Lenovo,2.23,Windows,24.0,AMD Ryzen 7,3300.0,16.0,IPS,0.0,8130.0,2560.0,1600.0
2537,Lenovo,1.4,Windows,16.0,Intel Core i7,2700.0,14.0,OLED,0.0,6435.0,2880.0,1800.0
2538,Lenovo,1.4,Windows,16.0,Intel Core i7,2800.0,14.0,IPS,1.0,5590.0,1920.0,1080.0
2539,Lenovo,1.4,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,1.0,4490.0,1920.0,1080.0
2540,Lenovo,1.5,Windows,8.0,Intel Core i5,1100.0,14.0,IPS,0.0,3099.0,1920.0,1080.0
2542,Dell,1.59,Windows,16.0,Intel Core i5,2400.0,15.6,LCD,0.0,4780.0,1920.0,1080.0
2543,Asus,1.61,Windows,16.0,Intel Core i5,2400.0,14.0,LCD,1.0,4094.0,1920.0,1080.0
2544,Lenovo,1.42,Windows,8.0,Intel Core i5,3300.0,14.0,OLED,1.0,4565.0,2880.0,1800.0
2546,Asus,1.8,Windows,16.0,Intel Core i7,3500.0,15.6,OLED,0.0,6089.0,1920.0,1080.0
2547,Asus,1.8,Windows,16.0,Intel Core i7,2800.0,15.6,LCD,0.0,4990.0,1920.0,1080.0
2549,Lenovo,1.65,Windows,16.0,Intel Core i7,3500.0,15.6,IPS,0.0,4990.0,1920.0,1080.0
2551,Lenovo,1.4,Windows,32.0,Intel Core i7,2800.0,14.0,IPS,0.0,7217.0,1920.0,1080.0
2553,Lenovo,2.49,Windows,32.0,Intel Core i7,3500.0,16.0,IPS,0.0,9490.0,2560.0,1600.0
2555,Lenovo,1.44,Windows,8.0,Intel Core i7,3000.0,14.0,LCD,1.0,6074.0,1920.0,1080.0
2556,Lenovo,1.69,Windows,16.0,Intel Core i7,1800.0,14.0,IPS,0.0,4085.0,1920.0,1080.0
2557,Asus,2.34,Windows,16.0,Intel Core i7,3060.0,15.6,OLED,0.0,9101.0,1920.0,1080.0
2558,Lenovo,2.25,Windows,16.0,Intel Core i5,3100.0,15.6,IPS,0.0,3880.0,1920.0,1080.0
2559,Lenovo,1.43,Windows,16.0,Intel Core i7,2800.0,14.0,IPS,1.0,5198.0,1920.0,1080.0
2560,Asus,2.2,Windows,16.0,Intel Core i7,3500.0,15.6,LCD,0.0,7140.0,1920.0,1080.0
2561,Lenovo,2.25,Windows,16.0,AMD Ryzen 7,3200.0,15.6,IPS,0.0,4709.0,1920.0,1080.0
2562,Lenovo,1.9,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,1.0,4052.0,1920.0,1080.0
2563,Lenovo,1.65,Windows,32.0,Intel Core i7,2400.0,16.0,OLED,1.0,15149.0,3840.0,2400.0
2564,Dell,1.43,Windows,16.0,Intel Core i5,3200.0,14.0,LED,0.0,3681.0,1920.0,1080.0
2565,HP,1.77,Windows,32.0,Intel Core i7,3200.0,15.6,IPS,0.0,5390.0,1920.0,1080.0
2566,Lenovo,1.9,Windows,16.0,Intel Core i5,2400.0,15.6,LCD,1.0,5185.0,1920.0,1080.0
2567,Asus,1.3,Windows,8.0,Intel Core i5,1100.0,13.3,LED,1.0,3618.0,1920.0,1080.0
2568,Lenovo,1.8,Windows,16.0,Intel Core i7,2800.0,15.6,IPS,1.0,4102.0,1920.0,1080.0
2569,Dell,1.48,Windows,32.0,Intel Core i9,2400.0,14.0,LED,0.0,13923.0,1920.0,1200.0
2570,Asus,2.4,Windows,64.0,AMD Ryzen 9,3300.0,16.0,OLED,0.0,10890.0,3840.0,2400.0
2572,Lenovo,2.4,Windows,16.0,Intel Core i7,2700.0,15.6,IPS,0.0,6484.0,2560.0,1440.0
2573,HP,1.73,Windows,32.0,Intel Core i7,2400.0,16.0,IPS,1.0,13985.0,1920.0,1200.0
2574,Asus,2.0,Windows,16.0,Intel Core i7,3000.0,15.6,LCD,0.0,5199.0,1920.0,1080.0
2575,HP,1.13,Windows,16.0,Intel Core i7,2800.0,14.0,LCD,0.0,7053.0,1920.0,1080.0
2576,Dell,1.79,Windows,16.0,Intel Core i7,2300.0,15.6,LCD,0.0,5790.0,1920.0,1080.0
2577,HP,0.99,Windows,16.0,Intel Core i7,3500.0,13.5,IPS,1.0,8020.0,1920.0,1080.0
2578,Lenovo,2.49,Windows,32.0,Intel Core i7,3500.0,16.0,IPS,0.0,8840.0,2560.0,1600.0
2579,HP,2.35,Windows,16.0,Intel Core i7,2500.0,15.6,IPS,0.0,7990.0,1920.0,1080.0
2580,Lenovo,2.3,Windows,16.0,Intel Core i7,2300.0,16.0,IPS,0.0,7489.0,2560.0,1600.0
2581,Dell,1.87,Windows,16.0,Intel Core i7,3500.0,16.0,LCD,0.0,5440.0,1920.0,1200.0
2582,Lenovo,2.25,Windows,16.0,Intel Core i5,3100.0,15.6,IPS,0.0,4565.0,1920.0,1080.0
2583,Lenovo,1.8,Windows,16.0,Intel Core i7,2800.0,15.6,IPS,1.0,4386.0,3840.0,2160.0
2584,Dell,1.43,Windows,16.0,Intel Core i7,2400.0,14.0,LED,0.0,4273.0,1920.0,1080.0
2586,Dell,1.82,Windows,8.0,Intel Core i5,1600.0,15.6,LCD,0.0,4219.0,1920.0,1080.0
2587,Dell,2.57,Windows,16.0,Intel Core i7,2300.0,15.6,LED,0.0,5499.0,1920.0,1080.0
2588,Lenovo,2.3,Windows,16.0,Intel Core i7,2300.0,16.0,IPS,0.0,6390.0,2560.0,1600.0
2589,Dell,1.37,Windows,16.0,Intel Core i5,2400.0,14.0,LCD,0.0,5765.0,1920.0,1080.0
2590,Dell,1.26,Windows,16.0,Intel Core i7,2400.0,13.4,OLED,1.0,10799.0,3456.0,2160.0
2591,Dell,1.65,Windows,16.0,Intel Core i7,2900.0,14.0,LCD,1.0,4790.0,1920.0,1080.0
2592,Lenovo,1.69,Windows,16.0,Intel Core i7,1800.0,14.0,IPS,0.0,4749.0,1920.0,1080.0
2593,Lenovo,2.25,Windows,16.0,AMD Ryzen 7,3200.0,15.6,IPS,0.0,4999.0,1920.0,1080.0
2594,Asus,2.0,Windows,8.0,Intel Core i5,3100.0,15.6,LCD,0.0,3939.0,1920.0,1080.0
2595,Asus,1.17,Windows,16.0,Intel Core i7,3200.0,14.0,LCD,0.0,5378.0,1920.0,1080.0
2597,HP,1.16,Windows,32.0,Intel Core i7,3500.0,16.0,IPS,0.0,7879.0,1920.0,1200.0
2598,Lenovo,2.25,Windows,16.0,Intel Core i7,3300.0,15.6,IPS,0.0,4905.0,1920.0,1080.0
2601,Asus,1.14,Windows,16.0,Intel Core i7,2800.0,13.3,OLED,0.0,4900.0,1920.0,1080.0
2602,Lenovo,1.36,Windows,16.0,Intel Core i5,2400.0,14.0,IPS,1.0,6395.0,1920.0,1080.0
2603,Dell,1.59,Windows,16.0,Intel Core i7,2800.0,15.6,LCD,0.0,5410.0,1920.0,1080.0
2604,HP,1.32,Windows,16.0,Intel Core i5,2400.0,14.0,IPS,0.0,5464.0,1920.0,1080.0
2605,Asus,2.6,Windows,16.0,Intel Core i7,2400.0,17.3,LCD,0.0,7388.0,1920.0,1080.0
2606,Asus,2.9,Windows,64.0,Intel Core i9,2400.0,17.3,LCD,0.0,15640.0,1920.0,1080.0
2607,HP,1.73,Windows,32.0,Intel Core i9,2400.0,16.0,LCD,1.0,13690.0,3840.0,2400.0
2608,Lenovo,1.4,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,1.0,4190.0,1920.0,1080.0
2609,Lenovo,1.4,Windows,16.0,Intel Core i7,3500.0,14.0,OLED,0.0,5951.0,2880.0,1800.0
2610,Dell,2.51,Windows,64.0,Intel Core i9,2400.0,17.0,LCD,1.0,17539.0,3840.0,2400.0
2611,HP,1.35,Windows,16.0,Intel Core i7,3500.0,14.0,IPS,1.0,7200.0,1920.0,1200.0
2612,Lenovo,1.94,Windows,32.0,AMD Ryzen 7 PRO,3200.0,16.0,OLED,1.0,15649.0,3840.0,2400.0
2613,Lenovo,1.65,Windows,16.0,Intel Core i7,2400.0,16.0,IPS,0.0,10407.0,1920.0,1200.0
2614,Lenovo,1.13,Windows,32.0,Intel Core i7,2800.0,14.0,IPS,0.0,10689.0,1920.0,1200.0
2616,Dell,1.33,Windows,16.0,Intel Core i5,2600.0,14.0,LCD,0.0,5214.0,1920.0,1080.0
2617,Lenovo,1.36,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,0.0,4545.0,1920.0,1080.0
2618,Lenovo,2.53,Windows,32.0,Intel Core i7,2400.0,16.0,IPS,0.0,10572.0,2560.0,1600.0
2619,Lenovo,2.49,Windows,32.0,Intel Core i7,2400.0,16.0,IPS,0.0,7815.0,2560.0,1600.0
2620,Lenovo,2.87,Windows,32.0,Intel Core i7,2500.0,15.6,IPS,0.0,10800.0,1920.0,1080.0
2621,Asus,1.3,Windows,32.0,Intel Core i7,2800.0,13.3,OLED,1.0,6947.0,1920.0,1080.0
2622,Dell,1.82,Windows,8.0,Intel Core i5,1600.0,15.6,LED,0.0,4990.0,1920.0,1080.0
2623,Lenovo,1.43,Windows,16.0,Intel Core i7,2800.0,14.0,IPS,1.0,5980.0,1920.0,1080.0
2624,Asus,2.4,Windows,64.0,AMD Ryzen 9,3300.0,16.0,LCD,0.0,10540.0,3840.0,2400.0
2625,Dell,1.49,Windows,16.0,Intel Core i7,2500.0,14.0,LCD,0.0,6632.0,1920.0,1080.0
2626,Dell,1.54,Windows,16.0,Intel Core i7,3500.0,14.0,LCD,0.0,4389.0,1920.0,1200.0
2627,Asus,1.3,Windows,16.0,Intel Core i7,2800.0,13.3,LCD,1.0,6534.0,1920.0,1080.0
2629,Asus,1.8,Windows,16.0,Intel Core i7,2800.0,15.6,LCD,0.0,4790.0,1920.0,1080.0
2630,Dell,1.26,Windows,16.0,Intel Core i7,2400.0,13.4,LCD,0.0,9400.0,1920.0,1200.0
2631,Lenovo,0.9,Windows,16.0,Intel Core i7,2100.0,13.0,IPS,0.0,8790.0,2160.0,1350.0
2632,Lenovo,1.39,Windows,16.0,Intel Core i5,3300.0,14.0,LCD,0.0,4481.0,1920.0,1080.0
2633,Dell,1.53,Windows,16.0,Intel Core i7,3000.0,15.6,LCD,0.0,5290.0,1920.0,1080.0
2634,Lenovo,1.4,Windows,16.0,Intel Core i7,3500.0,14.0,OLED,0.0,6259.0,2880.0,1800.0
2635,Lenovo,1.9,Windows,16.0,Intel Core i5,3100.0,16.0,IPS,0.0,4607.0,2560.0,1600.0
2636,Lenovo,2.4,Windows,32.0,Intel Core i7,2700.0,15.6,IPS,0.0,9740.0,2560.0,1440.0
2637,Dell,1.65,Windows,16.0,Intel Core i7,2300.0,15.6,LCD,0.0,5275.0,1920.0,1080.0
2639,Dell,1.65,Windows,16.0,Intel Core i7,2400.0,15.6,LCD,0.0,10778.0,1920.0,1080.0
2640,Lenovo,2.23,Windows,24.0,AMD Ryzen 9,3300.0,16.0,IPS,0.0,9011.0,2560.0,1600.0
2641,Lenovo,1.81,Windows,16.0,Intel Core i7,2300.0,16.0,IPS,0.0,10890.0,2560.0,1600.0
2642,Lenovo,1.82,Windows,16.0,Intel Core i5,2400.0,15.6,IPS,0.0,5890.0,1920.0,1080.0
2643,Lenovo,1.7,Windows,16.0,Intel Core i7,3500.0,15.6,IPS,0.0,4690.0,1920.0,1080.0
2644,Lenovo,1.4,Windows,16.0,Intel Core i7,2800.0,14.0,IPS,1.0,5088.0,1920.0,1080.0
2645,HP,2.49,Windows,16.0,Intel Core i5,3300.0,17.3,IPS,0.0,4890.0,1920.0,1080.0
2646,Lenovo,2.3,Windows,16.0,Intel Core i5,2700.0,16.0,IPS,0.0,5890.0,2560.0,1600.0
2647,Lenovo,1.8,Windows,16.0,Intel Core i7,2800.0,15.6,IPS,1.0,4885.0,1920.0,1080.0
2649,Dell,2.11,Windows,16.0,Intel Core i7,3500.0,17.0,LCD,0.0,12301.0,1920.0,1200.0
2651,Lenovo,1.65,Windows,16.0,Intel Core i7,2400.0,15.6,IPS,0.0,5290.0,2560.0,1440.0
2652,Lenovo,2.49,Windows,16.0,Intel Core i5,2400.0,16.0,IPS,0.0,5996.0,2560.0,1600.0
2653,Dell,1.87,Windows,16.0,Intel Core i5,2400.0,16.0,LCD,0.0,3884.0,1920.0,1200.0
2654,Lenovo,1.65,Windows,16.0,Intel Core i7,2400.0,15.6,IPS,0.0,5358.0,1920.0,1080.0
2655,Lenovo,1.4,Windows,16.0,Intel Core i7,2400.0,14.0,OLED,1.0,8043.0,2880.0,1800.0
2656,Lenovo,1.4,Windows,16.0,Intel Core i7,2400.0,14.0,OLED,1.0,7555.0,2880.0,1800.0
2657,Dell,1.54,Windows,16.0,Intel Core i7,2400.0,14.0,LCD,0.0,4599.0,1920.0,1200.0
2658,Dell,1.73,Windows,16.0,Intel Core i7,2400.0,15.6,LED,0.0,3337.0,1920.0,1080.0
2660,Lenovo,1.39,Windows,16.0,AMD Ryzen 5,2400.0,13.3,IPS,1.0,4355.0,1920.0,1200.0
2661,Asus,1.4,Windows,8.0,Intel Core i3,2400.0,14.0,LCD,0.0,1736.0,1920.0,1080.0
2662,Lenovo,1.65,Windows,16.0,Intel Core i5,2400.0,15.6,IPS,0.0,4674.0,1920.0,1080.0
2663,Lenovo,1.65,Windows,16.0,Intel Core i7,2400.0,15.6,IPS,0.0,4659.0,1920.0,1080.0
2664,Dell,1.73,Windows,8.0,Intel Core i7,2400.0,15.6,LCD,0.0,3370.0,1920.0,1080.0
2665,Lenovo,1.4,Windows,16.0,Intel Core i7,2400.0,14.0,OLED,1.0,8350.0,3840.0,2400.0
2667,Dell,2.05,Windows,16.0,Intel Core i7,2400.0,15.6,LCD,0.0,10649.0,1920.0,1200.0
2668,Lenovo,1.39,Windows,16.0,AMD Ryzen 7,1800.0,13.3,IPS,1.0,4268.0,1920.0,1200.0
2670,Dell,1.69,Windows,16.0,Intel Core i7,2400.0,15.6,LCD,0.0,4580.0,1920.0,1080.0
2671,Dell,1.69,Windows,16.0,Intel Core i7,2400.0,15.6,LCD,0.0,4156.0,1920.0,1080.0
2672,Dell,1.69,Windows,16.0,Intel Core i7,2400.0,15.6,LCD,0.0,4532.0,1920.0,1080.0
2673,Lenovo,1.65,Windows,16.0,Intel Core i5,2400.0,15.6,IPS,0.0,4211.0,1920.0,1080.0
2675,HP,1.79,Windows,16.0,Intel Core i5,2400.0,15.6,IPS,1.0,3898.0,1920.0,1080.0
2677,Asus,1.4,Windows,8.0,Intel Core i3,2400.0,14.0,LCD,0.0,1711.0,1920.0,1080.0
2678,Dell,1.69,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,2395.0,1920.0,1080.0
2679,HP,1.46,Windows,16.0,Intel Core i5,2400.0,14.0,IPS,0.0,2799.0,1920.0,1080.0
2680,Lenovo,1.4,Windows,16.0,Intel Core i7,2400.0,14.0,OLED,1.0,8188.0,3840.0,2400.0
2681,Dell,1.49,Windows,16.0,Intel Core i7,2400.0,14.0,LCD,0.0,3697.0,1920.0,1080.0
2682,Dell,1.69,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,2841.0,1920.0,1080.0
2683,Dell,1.69,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,2754.0,1920.0,1080.0
2684,HP,1.46,Windows,16.0,Intel Core i5,2400.0,14.0,LED,0.0,2520.0,1920.0,1080.0
2685,Lenovo,1.39,Windows,16.0,AMD Ryzen 7,2400.0,13.3,IPS,1.0,5265.0,1920.0,1200.0
2687,Asus,2.2,Windows,32.0,Intel Core i7,2400.0,15.6,LCD,0.0,5946.0,2560.0,1440.0
2688,Dell,2.05,Windows,16.0,Intel Core i7,2400.0,16.0,LCD,0.0,6648.0,3072.0,1920.0
2689,Lenovo,1.4,Windows,16.0,Intel Core i7,2400.0,14.0,OLED,1.0,7761.0,2880.0,1800.0
2690,Lenovo,1.4,Windows,16.0,Intel Core i7,2400.0,14.0,OLED,1.0,7837.0,2880.0,1800.0
2691,Lenovo,1.4,Windows,16.0,Intel Core i7,2400.0,14.0,OLED,1.0,7555.0,2880.0,1800.0
2692,Asus,2.2,Windows,16.0,Intel Core i7,2400.0,15.6,LCD,0.0,5847.0,2560.0,1440.0
2693,Asus,2.2,Windows,32.0,Intel Core i7,2400.0,15.6,LCD,0.0,6514.0,2560.0,1440.0
2694,Asus,1.35,Windows,16.0,Intel Core i5,2400.0,14.0,LCD,0.0,4585.0,2560.0,1600.0
2695,HP,1.76,Windows,16.0,Intel Core i7,2400.0,16.0,IPS,0.0,6113.0,1920.0,1200.0
2696,Dell,2.51,Windows,32.0,Intel Core i7,2400.0,15.6,LED,0.0,8262.0,2560.0,1440.0
2698,Asus,2.0,Windows,16.0,Intel Core i7,2200.0,15.6,LCD,1.0,6190.0,1920.0,1080.0
2699,Asus,1.44,Windows,16.0,Intel Core i5,3000.0,14.0,LCD,1.0,5835.0,2560.0,1600.0
2700,Lenovo,1.9,Windows,16.0,Intel Core i7,2800.0,15.6,IPS,1.0,4590.0,1920.0,1080.0
2701,Lenovo,1.54,Windows,8.0,Intel Celeron,2400.0,15.6,LCD,0.0,1280.0,1920.0,1080.0
2702,Gigabyte,1.99,Windows,16.0,Intel Core i5,2400.0,15.6,LCD,0.0,4550.0,1920.0,1080.0
2703,Asus,2.0,Windows,32.0,Intel Core i7,2400.0,15.6,LCD,0.0,4475.0,1920.0,1080.0
2704,Asus,2.5,Windows,16.0,Intel Core i7,2400.0,16.0,LCD,0.0,5670.0,2560.0,1600.0
2705,Dell,2.51,Windows,16.0,Intel Core i7,2400.0,15.6,LCD,0.0,4988.0,2560.0,1440.0
2706,Lenovo,1.54,Windows,8.0,Intel Pentium Silver,2400.0,15.6,LCD,0.0,1349.0,1920.0,1080.0
2707,HP,1.51,Windows,16.0,Intel Core i5,2400.0,14.0,IPS,1.0,3898.0,1920.0,1080.0
2710,Lenovo,1.65,Windows,8.0,Intel Core i3,2400.0,15.6,LCD,0.0,1359.0,1920.0,1080.0
2711,Dell,2.51,Linux,32.0,Intel Core i7,2400.0,15.6,LED,0.0,7699.0,1920.0,1080.0
2713,Asus,2.0,Windows,16.0,AMD Ryzen 7,2400.0,15.6,OLED,1.0,4474.0,1920.0,1080.0
2714,HP,1.51,Windows,16.0,Intel Core i5,2400.0,14.0,IPS,1.0,4019.0,1920.0,1080.0
2715,HP,1.51,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,1.0,3249.0,1920.0,1080.0
2716,HP,1.51,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,1.0,2990.0,1920.0,1080.0
2717,HP,0.99,Windows,32.0,Intel Core i7,2400.0,13.5,IPS,1.0,9189.0,1920.0,1080.0
2718,Lenovo,1.65,Windows,16.0,Intel Core i7,2400.0,15.6,IPS,0.0,4545.0,1920.0,1080.0
2722,Asus,2.6,Windows,16.0,Intel Core i5,2400.0,15.6,LCD,0.0,3708.0,1920.0,1080.0
2723,Asus,1.56,Windows,16.0,Intel Core i7,2400.0,14.5,OLED,0.0,7959.0,2880.0,1800.0
2724,Asus,1.4,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,2371.0,1920.0,1080.0
2725,Asus,1.65,Windows,32.0,Intel Core i9,2400.0,16.0,LCD,0.0,18509.0,2560.0,1600.0
2726,HP,1.35,Windows,16.0,Intel Core i7,2400.0,14.0,IPS,1.0,7075.0,1920.0,1200.0
2727,Lenovo,1.4,Windows,16.0,Intel Core i5,2400.0,14.0,IPS,0.0,3125.0,1920.0,1080.0
2728,Lenovo,1.81,Windows,32.0,Intel Core i7,2300.0,16.0,IPS,0.0,12033.0,3840.0,2400.0
2729,Dell,1.44,Windows,8.0,Intel Core i5,3200.0,14.0,LED,0.0,3247.0,1920.0,1080.0
2730,Asus,1.4,Windows,16.0,Intel Core i7,2800.0,14.0,LCD,1.0,5589.0,2880.0,1800.0
2731,Asus,1.4,Windows,16.0,Intel Core i5,2400.0,14.0,LCD,1.0,5099.0,2880.0,1800.0
2732,Asus,1.4,Windows,16.0,Intel Core i7,2800.0,14.0,LCD,1.0,6404.0,3840.0,2400.0
2735,HP,1.74,Windows,32.0,Intel Core i7,2400.0,15.6,IPS,0.0,5489.0,1920.0,1080.0
2736,Lenovo,1.65,Windows,16.0,Intel Core i7,2400.0,15.6,IPS,0.0,5668.0,1920.0,1080.0
2737,Dell,1.48,Windows,32.0,Intel Core i7,2400.0,14.0,LED,0.0,12485.0,1920.0,1200.0
2738,HP,1.36,Windows,16.0,Intel Core i5,2400.0,14.0,LCD,0.0,5190.0,1920.0,1080.0
2741,Lenovo,1.65,Windows,16.0,Intel Core i7,2400.0,15.6,IPS,0.0,4484.0,1920.0,1080.0
2742,Asus,2.5,Windows,32.0,Intel Core i9,2400.0,16.0,LED,0.0,13790.0,2560.0,1600.0
2743,Asus,2.5,Windows,64.0,Intel Core i9,2400.0,16.0,LCD,0.0,20884.0,2560.0,1600.0
2744,Lenovo,1.4,Windows,16.0,Intel Core i7,2400.0,14.0,OLED,1.0,7794.0,3840.0,2400.0
2745,Asus,1.65,Windows,32.0,Intel Core i9,2400.0,16.0,IPS,0.0,19966.0,2560.0,1600.0
2746,HP,1.28,Windows,16.0,Intel Core i7,2400.0,13.3,IPS,0.0,4295.0,1920.0,1080.0
2747,Asus,2.5,Windows,32.0,Intel Core i7,2400.0,16.0,LCD,0.0,7789.0,2560.0,1600.0
2749,Dell,2.51,Windows,32.0,Intel Core i7,2400.0,15.6,LED,0.0,8607.0,2560.0,1440.0
2750,HP,1.28,Windows,16.0,Intel Core i7,2400.0,13.3,IPS,0.0,3395.0,1920.0,1080.0
2751,Lenovo,1.5,Windows,16.0,Intel Core i5,2400.0,14.0,IPS,1.0,4389.0,1920.0,1200.0
