,company,weight,OS,ram,processor,processor_speed,screen_size,screen_type,touch_screen,price,height_resolution,width_resolution
1003,Lenovo,1.21,Windows,16.0,Intel Core i7,2800.0,13.3,IPS,0.0,5690.0,2560.0,1600.0
1004,Lenovo,1.98,Windows,16.0,Intel Core i5,3300.0,16.0,IPS,1.0,4970.0,2560.0,1600.0
1005,HP,1.65,Windows,16.0,Intel Core i7,2800.0,17.3,IPS,1.0,3804.0,1920.0,1080.0
1006,Lenovo,1.2,Windows,16.0,Intel Core i7,2800.0,14.0,IPS,1.0,6788.0,3840.0,2160.0
1007,Lenovo,2.1,Windows,16.0,Intel Core i7,3500.0,16.0,IPS,1.0,4291.0,1920.0,1200.0
1008,Lenovo,1.81,Windows,16.0,Intel Core i7,2700.0,16.0,IPS,0.0,10727.0,2560.0,1600.0
1009,Lenovo,1.65,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,1999.0,1920.0,1080.0
1011,Asus,1.3,Windows,16.0,Intel Core i5,2400.0,13.3,OLED,1.0,4719.0,1920.0,1080.0
1012,Lenovo,1.66,Windows,8.0,Intel Core i5,1000.0,15.6,IPS,0.0,3090.0,1920.0,1080.0
1013,Lenovo,1.42,Windows,16.0,Intel Core i5,3300.0,14.0,OLED,1.0,4819.0,2880.0,1800.0
1015,Dell,1.78,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2970.0,1920.0,1080.0
1016,Asus,1.95,Windows,32.0,Intel Core i7,3300.0,16.0,OLED,0.0,6448.0,3840.0,2400.0
1017,Apple,1.4,MacOS,16.0,Intel Core i7,2400.0,13.3,IPS,0.0,5890.0,2560.0,1600.0
1018,Lenovo,1.23,Windows,16.0,Intel Core i5,3300.0,13.3,IPS,0.0,3774.0,1920.0,1200.0
1019,Asus,1.8,Windows,16.0,Intel Core i7,2800.0,15.6,OLED,0.0,4250.0,1920.0,1080.0
1020,Asus,1.2,Windows,16.0,Intel Core i5,2400.0,13.3,LCD,1.0,5199.0,1920.0,1080.0
1021,Dell,1.61,Windows,8.0,Intel Core i5,1600.0,14.0,LCD,0.0,3350.0,1920.0,1080.0
1022,Lenovo,2.4,Windows,32.0,Intel Core i7,3500.0,15.6,IPS,0.0,8322.0,2560.0,1440.0
1023,Dell,1.73,Windows,16.0,Intel Core i5,2400.0,15.6,LED,0.0,2753.0,1920.0,1080.0
1024,Lenovo,2.46,Windows,16.0,AMD Ryzen 7,2900.0,15.6,IPS,0.0,7360.0,1920.0,1080.0
1025,HP,1.17,Windows,16.0,Intel Core i7,2800.0,13.3,LCD,1.0,7389.0,1920.0,1080.0
1026,Apple,1.4,MacOS,16.0,M1,2400.0,13.3,LED,0.0,6599.0,2560.0,1600.0
1027,Lenovo,1.65,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2147.0,1920.0,1080.0
1028,Lenovo,1.65,Windows,8.0,Intel Core i7,2800.0,15.6,LCD,0.0,2674.0,1920.0,1080.0
1029,Dell,1.48,Windows,8.0,Intel Core i5,1600.0,14.0,LED,0.0,4349.0,1920.0,1080.0
1030,Lenovo,1.6,Windows,16.0,Intel Core i3,3000.0,14.0,LCD,0.0,1718.0,1920.0,1080.0
1031,Dell,1.52,Windows,16.0,Intel Core i7,2800.0,14.0,LCD,0.0,4701.0,1920.0,1080.0
1032,Lenovo,1.35,Windows,8.0,Intel Core i5,1100.0,14.0,IPS,1.0,4998.0,1920.0,1080.0
1033,HP,1.69,Windows,8.0,Intel Core i7,3500.0,15.6,LCD,0.0,3546.0,1920.0,1080.0
1036,Lenovo,1.65,Windows,32.0,Intel Core i7,2400.0,15.6,IPS,0.0,10050.0,1920.0,1080.0
1037,Dell,1.65,Windows,8.0,Intel Core i5,2500.0,14.0,LCD,1.0,3290.0,1920.0,1080.0
1038,Dell,1.54,Windows,16.0,Intel Core i7,3500.0,14.0,LCD,0.0,4901.0,1920.0,1200.0
1039,Lenovo,1.5,Windows,16.0,Intel Core i5,3300.0,14.0,IPS,1.0,4435.0,1920.0,1080.0
1040,Lenovo,1.64,Windows,16.0,Intel Core i5,3300.0,14.0,IPS,0.0,3169.0,1920.0,1080.0
1041,Acer,1.05,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,1.0,4490.0,1920.0,1080.0
1044,Lenovo,1.26,Windows,16.0,AMD Ryzen 7 PRO,2700.0,13.3,IPS,1.0,9090.0,1920.0,1200.0
1045,Asus,2.3,Windows,16.0,Intel Core i7,2200.0,15.6,LCD,0.0,5272.0,1920.0,1080.0
1046,HP,1.35,Windows,16.0,Intel Core i7,2800.0,13.3,LCD,1.0,7640.0,1920.0,1080.0
1048,Lenovo,1.32,Windows,16.0,Intel Core i5,3300.0,13.3,IPS,1.0,5189.0,1920.0,1200.0
1049,Dell,1.73,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2295.0,1920.0,1080.0
1050,Lenovo,1.94,Windows,32.0,AMD Ryzen 7 PRO,3200.0,16.0,IPS,1.0,10890.0,1920.0,1200.0
1052,Lenovo,1.24,Windows,16.0,Intel Core i7,2400.0,14.0,IPS,0.0,6575.0,1920.0,1200.0
1053,Asus,1.75,Windows,8.0,Intel Core i5,1000.0,15.6,LED,0.0,3000.0,1920.0,1080.0
1054,HP,1.74,Windows,8.0,AMD Ryzen 5,2100.0,15.6,IPS,0.0,2149.0,1920.0,1080.0
1055,Lenovo,1.45,Windows,32.0,AMD Ryzen 7,2700.0,14.0,OLED,1.0,5984.0,2880.0,1800.0
1056,Lenovo,1.65,Windows,8.0,AMD Ryzen 5,2100.0,15.6,LCD,0.0,2230.0,1920.0,1080.0
1057,Asus,2.0,Windows,16.0,Intel Core i7,3300.0,15.6,LCD,0.0,6690.0,1920.0,1080.0
1058,Asus,1.8,Windows,16.0,Intel Core i7,2800.0,15.6,LCD,0.0,2990.0,1920.0,1080.0
1059,Asus,0.88,Windows,32.0,Intel Core i7,2800.0,14.0,LCD,0.0,9843.0,1920.0,1080.0
1060,Dell,1.27,Windows,16.0,Intel Core i7,2400.0,14.0,LCD,0.0,8521.0,1920.0,1200.0
1061,Acer,1.2,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,3099.0,1920.0,1080.0
1062,Dell,1.35,Windows,16.0,Intel Core i7,2400.0,14.0,LCD,1.0,7589.0,1920.0,1080.0
1063,HP,1.69,Windows,8.0,Intel Core i3,3300.0,15.6,LCD,0.0,1849.0,1920.0,1080.0
1064,Lenovo,1.26,Windows,8.0,Intel Core i5,2400.0,13.3,IPS,0.0,3690.0,1920.0,1200.0
1066,Lenovo,1.7,Windows,16.0,Intel Core i7,3500.0,15.6,IPS,0.0,4390.0,1920.0,1080.0
1067,Lenovo,1.4,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,0.0,2599.0,1920.0,1080.0
1068,Lenovo,1.65,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2659.0,1920.0,1080.0
1070,Lenovo,1.6,Windows,8.0,Intel Core i5,1000.0,14.0,LCD,0.0,2295.0,1920.0,1080.0
1071,Dell,1.79,Windows,16.0,Intel Core i7,2400.0,15.6,LCD,0.0,6870.0,1920.0,1080.0
1072,Asus,1.8,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2980.0,1920.0,1080.0
1073,Lenovo,1.7,Windows,16.0,Intel Core i5,3300.0,15.6,IPS,0.0,2896.0,1920.0,1080.0
1074,Dell,2.02,Windows,16.0,Intel Core i7,3500.0,16.0,LCD,0.0,5801.0,1920.0,1200.0
1075,Asus,2.2,Windows,16.0,Intel Core i7,2700.0,15.6,IPS,0.0,5290.0,1920.0,1080.0
1076,Lenovo,2.87,Windows,16.0,Intel Core i7,2300.0,15.6,IPS,0.0,6190.0,1920.0,1080.0
1077,Lenovo,2.1,Windows,16.0,Intel Core i7,2800.0,17.3,IPS,0.0,3954.0,1920.0,1080.0
1078,HP,1.82,Windows,16.0,AMD Ryzen 7,1800.0,15.6,LCD,0.0,3999.0,1920.0,1080.0
1079,HP,1.74,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2680.0,1920.0,1080.0
1080,Asus,1.65,Windows,32.0,Intel Core i7,2800.0,14.0,LCD,1.0,7700.0,1920.0,1080.0
1082,Dell,1.48,Windows,8.0,Intel Core i5,1600.0,14.0,LCD,0.0,3690.0,1920.0,1080.0
1083,Lenovo,2.49,Windows,32.0,Intel Core i7,3500.0,16.0,IPS,0.0,9147.0,2560.0,1600.0
1084,Lenovo,1.65,Windows,16.0,Intel Core i7,3500.0,15.6,IPS,0.0,4920.0,1920.0,1080.0
1085,Dell,1.65,Windows,16.0,Intel Core i7,3500.0,13.3,LCD,0.0,5900.0,1920.0,1080.0
1086,Dell,1.79,Windows,16.0,Intel Core i7,3500.0,15.6,LCD,0.0,7299.0,1920.0,1080.0
1087,Dell,1.52,Windows,8.0,Intel Core i7,2800.0,14.0,LCD,0.0,4249.0,1920.0,1080.0
1088,Dell,1.54,Windows,16.0,Intel Core i5,3300.0,14.0,LCD,0.0,3847.0,1920.0,1200.0
1089,Lenovo,1.65,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2137.0,1920.0,1080.0
1090,Lenovo,1.38,Windows,16.0,Intel Core i5,2400.0,14.0,IPS,0.0,3883.0,2880.0,1800.0
1091,Lenovo,1.9,Windows,16.0,Intel Core i7,3300.0,16.0,IPS,0.0,6290.0,2560.0,1600.0
1092,Lenovo,0.98,Windows,16.0,Intel Core i7,2400.0,13.3,IPS,1.0,5476.0,2560.0,1600.0
1093,Lenovo,1.65,Windows,8.0,Intel Core i7,2800.0,15.6,LCD,0.0,2690.0,1920.0,1080.0
1094,Asus,2.2,Windows,16.0,Intel Core i7,3060.0,15.6,LCD,0.0,5699.0,1920.0,1080.0
1095,Lenovo,1.12,Windows,32.0,Intel Core i7,2400.0,14.0,IPS,0.0,10647.0,1920.0,1200.0
1096,Asus,1.73,Windows,16.0,Intel Core i7,2800.0,15.6,LCD,0.0,4048.0,1920.0,1080.0
1097,Lenovo,2.49,Windows,16.0,Intel Core i5,3060.0,16.0,IPS,0.0,6478.0,2560.0,1600.0
1098,Dell,1.16,Windows,16.0,Intel Core i7,2800.0,13.3,LCD,1.0,7980.0,3840.0,2160.0
1099,Dell,1.44,Windows,8.0,Intel Core i5,3200.0,14.0,LED,0.0,2953.0,1920.0,1080.0
1101,HP,1.75,Windows,8.0,Intel Core i5,2400.0,15.6,IPS,0.0,2490.0,1920.0,1080.0
1102,Lenovo,1.8,Windows,16.0,Intel Core i7,2800.0,15.6,IPS,1.0,4898.0,3840.0,2160.0
1103,Lenovo,1.5,Windows,16.0,Intel Core i7,3500.0,14.0,OLED,1.0,4688.0,2880.0,1800.0
1104,Lenovo,1.43,Windows,8.0,Intel Core i7,1800.0,13.3,IPS,1.0,4849.0,1920.0,1080.0
1105,HP,1.74,Windows,8.0,Intel Core i3,3000.0,15.6,LCD,0.0,2040.0,1920.0,1080.0
1106,Dell,1.73,Windows,16.0,Intel Core i5,2400.0,15.6,LED,0.0,3152.0,1920.0,1080.0
1107,Lenovo,2.2,Windows,8.0,Intel Core i7,2600.0,15.6,IPS,0.0,4390.0,1920.0,1080.0
1108,Asus,1.8,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2392.0,1920.0,1080.0
1109,Dell,1.78,Windows,16.0,Intel Core i7,2800.0,15.6,LCD,0.0,4719.0,1920.0,1080.0
1110,Acer,1.85,Windows,8.0,Intel Core i3,3000.0,14.0,LCD,0.0,2999.0,1920.0,1080.0
1111,Lenovo,1.65,Windows,16.0,Intel Core i5,2400.0,15.6,LCD,0.0,2929.0,1920.0,1080.0
1113,Lenovo,1.65,Windows,16.0,Intel Core i5,2400.0,15.6,LCD,0.0,2388.0,1920.0,1080.0
1114,Asus,1.3,Windows,16.0,Intel Core i7,2800.0,13.3,LCD,1.0,5499.0,1920.0,1080.0
1115,Dell,1.36,Windows,16.0,Intel Core i7,2800.0,14.0,LCD,0.0,5290.0,1920.0,1080.0
1116,HP,1.74,Windows,8.0,AMD Ryzen 3,2600.0,15.6,IPS,0.0,2690.0,1920.0,1080.0
1117,HP,1.47,Windows,32.0,Intel Core i7,3500.0,14.0,IPS,0.0,6539.0,1920.0,1200.0
1118,Dell,1.44,Windows,8.0,Intel Core i5,3200.0,14.0,LED,0.0,3122.0,1920.0,1080.0
1119,HP,1.79,Windows,16.0,Intel Core i7,3200.0,15.6,LCD,0.0,8400.0,1920.0,1080.0
1121,Dell,1.73,Windows,8.0,Intel Core i7,2800.0,15.6,LED,0.0,2961.0,1920.0,1080.0
1122,Asus,1.7,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2889.0,1920.0,1080.0
1124,Lenovo,1.35,Windows,8.0,Intel Core i5,1000.0,14.0,IPS,1.0,5098.0,1920.0,1080.0
1125,Asus,1.4,Windows,16.0,Intel Core i5,2400.0,14.0,OLED,1.0,4619.0,2880.0,1800.0
1126,Dell,1.65,Windows,32.0,Intel Core i7,3060.0,16.0,LCD,0.0,7795.0,3072.0,1920.0
1127,Asus,0.85,Windows,8.0,Intel Core i7,1300.0,13.3,LED,1.0,4430.0,1920.0,1080.0
1128,Dell,1.73,Windows,16.0,Intel Core i5,2400.0,15.6,LED,0.0,3101.0,1920.0,1080.0
1129,Lenovo,1.65,Windows,16.0,Intel Core i5,3300.0,16.0,IPS,1.0,5484.0,2560.0,1600.0
1130,HP,1.24,Windows,16.0,Intel Core i5,2400.0,13.3,LCD,0.0,3950.0,1920.0,1080.0
1132,Lenovo,1.2,Windows,16.0,Intel Core i5,2400.0,13.3,LCD,0.0,3390.0,1920.0,1200.0
1133,Lenovo,1.65,Windows,8.0,Intel Core i7,2800.0,15.6,LCD,0.0,2687.0,1920.0,1080.0
1134,Lenovo,1.36,Windows,16.0,Intel Core i5,2400.0,14.0,IPS,0.0,5248.0,1920.0,1080.0
1135,Lenovo,1.35,Windows,8.0,Intel Core i7,1800.0,13.3,IPS,1.0,4789.0,1920.0,1080.0
1136,HP,1.38,Windows,16.0,Intel Core i7,2800.0,14.0,LCD,0.0,2748.0,1920.0,1080.0
1137,Dell,1.2,Windows,16.0,Intel Core i5,2400.0,13.3,LCD,0.0,6148.0,1920.0,1080.0
1139,Dell,1.73,Windows,8.0,Intel Core i5,2400.0,15.6,LED,0.0,3390.0,1920.0,1080.0
1140,HP,1.6,Windows,16.0,Intel Core i5,1000.0,14.0,IPS,0.0,3899.0,1920.0,1080.0
1141,Asus,1.8,Windows,16.0,Intel Core i7,2800.0,15.6,LCD,0.0,2950.0,1920.0,1080.0
1142,Lenovo,1.13,Windows,16.0,Intel Core i7,2800.0,14.0,IPS,0.0,7989.0,1920.0,1200.0
1143,Asus,1.45,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,3101.0,1920.0,1080.0
1144,Dell,1.59,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,3745.0,1920.0,1080.0
1145,Asus,1.4,Windows,8.0,Intel Core i5,2400.0,14.0,LED,0.0,2715.0,1920.0,1080.0
1146,Dell,1.52,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,3610.0,1366.0,768.0
1148,Lenovo,1.13,Windows,16.0,Intel Core i7,2800.0,14.0,IPS,0.0,7550.0,1920.0,1200.0
1149,Lenovo,0.99,Windows,16.0,Intel Core i7,2400.0,13.0,LCD,1.0,9780.0,2160.0,1350.0
1151,Lenovo,1.45,Windows,32.0,Intel Core i7,3500.0,14.5,IPS,1.0,7580.0,3072.0,1920.0
1152,Dell,1.65,Windows,8.0,Intel Core i5,3200.0,15.6,LCD,0.0,3445.0,1920.0,1080.0
1153,HP,1.46,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,2998.0,1920.0,1080.0
1154,Lenovo,2.1,Windows,8.0,Intel Core i5,2400.0,17.3,IPS,0.0,2882.0,1920.0,1080.0
1155,HP,1.69,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2699.0,1920.0,1080.0
1156,Lenovo,2.4,Windows,16.0,Intel Core i7,3060.0,15.6,IPS,0.0,6600.0,2560.0,1440.0
1157,Asus,1.9,Windows,16.0,AMD Ryzen 7,2800.0,15.6,IPS,0.0,8734.0,2560.0,1440.0
1158,HP,1.46,Windows,8.0,Intel Core i7,3500.0,14.0,LCD,0.0,3226.0,1920.0,1080.0
1160,Asus,1.4,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,2590.0,1920.0,1080.0
1161,Lenovo,1.19,Windows,16.0,Intel Core i7,2400.0,13.3,IPS,1.0,7440.0,1920.0,1200.0
1163,Lenovo,1.47,Windows,32.0,AMD Ryzen 7 PRO,1900.0,14.0,IPS,0.0,5489.0,3840.0,2160.0
1164,Asus,1.3,Windows,16.0,Intel Core i5,2400.0,13.3,LCD,1.0,5291.0,1920.0,1080.0
1165,Dell,2.05,Windows,32.0,Intel Core i7,2400.0,15.6,LCD,1.0,12519.0,3840.0,2400.0
1166,Lenovo,1.98,Windows,16.0,Intel Core i5,3300.0,16.0,IPS,1.0,4917.0,2560.0,1600.0
1167,HP,1.74,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2790.0,1920.0,1080.0
1168,Lenovo,1.89,Windows,8.0,Intel Core i5,1000.0,14.0,LED,0.0,2699.0,1920.0,1080.0
1170,Asus,1.8,Windows,8.0,AMD Ryzen 3,2600.0,15.6,LCD,0.0,1670.0,1920.0,1080.0
1171,Lenovo,1.5,Windows,8.0,Intel Core i7,2800.0,14.0,IPS,1.0,3410.0,1920.0,1080.0
1176,Dell,1.7,Windows,8.0,Intel Core i3,1700.0,15.6,LCD,0.0,1649.0,1920.0,1080.0
1177,Lenovo,1.2,Windows,16.0,Intel Core i5,2400.0,14.0,IPS,1.0,7090.0,1920.0,1080.0
1178,Dell,1.79,Windows,32.0,Intel Core i7,2400.0,15.6,LCD,0.0,8916.0,1920.0,1080.0
1180,Lenovo,0.98,Windows,16.0,Intel Core i5,3300.0,13.3,IPS,1.0,5271.0,2560.0,1600.0
1181,Lenovo,1.5,Windows,16.0,Intel Core i7,3500.0,14.0,IPS,1.0,4189.0,1920.0,1200.0
1183,Asus,1.8,Windows,8.0,Intel Core i3,3000.0,15.6,LED,0.0,2280.0,1920.0,1080.0
1184,Asus,1.7,Windows,8.0,Intel Core i5,3300.0,15.6,LCD,0.0,2188.0,1920.0,1080.0
1185,Dell,1.78,Windows,8.0,Intel Core i3,3000.0,15.6,LCD,0.0,1749.0,1920.0,1080.0
1186,Lenovo,1.7,Windows,16.0,Intel Core i7,3500.0,15.6,IPS,0.0,3890.0,1920.0,1080.0
1188,Asus,1.8,Windows,16.0,Intel Core i7,2800.0,15.6,LED,0.0,2789.0,1920.0,1080.0
1189,HP,1.79,Windows,16.0,Intel Core i7,2300.0,15.6,LCD,0.0,8176.0,1920.0,1080.0
1190,Acer,1.85,Windows,16.0,Intel Core i5,2400.0,14.0,LCD,0.0,2699.0,1920.0,1080.0
1191,Lenovo,1.55,Windows,4.0,Intel Pentium Silver,1100.0,15.6,LCD,0.0,1499.0,1920.0,1080.0
1192,Lenovo,2.4,Windows,16.0,Intel Core i7,3500.0,15.6,IPS,0.0,7986.0,2560.0,1440.0
1193,Lenovo,1.35,Windows,16.0,Intel Core i5,1100.0,14.0,IPS,1.0,5890.0,1920.0,1080.0
1194,Dell,1.69,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2593.0,1920.0,1080.0
1195,Lenovo,1.35,Windows,8.0,Intel Core i5,1100.0,14.0,IPS,1.0,4998.0,1920.0,1080.0
1196,Lenovo,1.39,Windows,16.0,Intel Core i7,2400.0,14.0,OLED,0.0,5034.0,2880.0,1800.0
1198,Dell,1.57,Windows,8.0,Intel Core i5,3100.0,15.6,LED,0.0,3401.0,1920.0,1080.0
1199,Lenovo,1.7,Windows,8.0,Intel Core i5,2400.0,15.6,IPS,0.0,2890.0,1920.0,1080.0
1200,Dell,2.45,Windows,16.0,Intel Core i7,2300.0,15.6,LCD,0.0,10090.0,1920.0,1080.0
1201,Asus,1.8,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2579.0,1920.0,1080.0
1202,Dell,1.16,Windows,16.0,Intel Core i7,3500.0,13.4,LCD,1.0,9121.0,3840.0,2400.0
1203,Dell,1.91,Windows,8.0,Intel Core i3,2100.0,15.6,LCD,0.0,3489.0,1920.0,1080.0
1204,Lenovo,2.0,Windows,16.0,Intel Core i7,2600.0,15.6,IPS,1.0,8990.0,1920.0,1080.0
1205,Lenovo,1.4,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,0.0,2738.0,1920.0,1080.0
1206,Lenovo,1.2,Windows,16.0,Intel Core i7,1800.0,13.0,LCD,1.0,6590.0,2160.0,1350.0
1207,Lenovo,1.65,Windows,8.0,Intel Core i7,2800.0,15.6,IPS,0.0,2925.0,1920.0,1080.0
1208,Asus,1.8,Windows,8.0,Intel Core i3,3000.0,15.6,LCD,0.0,1730.0,1920.0,1080.0
1209,Dell,1.73,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,3000.0,1920.0,1080.0
1210,Lenovo,1.32,Windows,16.0,Intel Core i7,2400.0,14.0,IPS,0.0,5056.0,2880.0,1800.0
1211,Lenovo,1.9,Windows,16.0,AMD Ryzen 7,3200.0,16.0,IPS,0.0,6990.0,2560.0,1600.0
1212,Lenovo,1.9,Windows,8.0,Intel Core i5,2400.0,15.6,IPS,1.0,4120.0,1920.0,1080.0
1213,HP,1.74,Windows,16.0,Intel Core i7,1700.0,15.6,IPS,0.0,3390.0,1920.0,1080.0
1214,Lenovo,1.66,Windows,16.0,Intel Core i5,1000.0,15.6,IPS,0.0,3480.0,1920.0,1080.0
1215,HP,1.74,Windows,16.0,Intel Core i7,3500.0,15.6,IPS,0.0,3569.0,1920.0,1080.0
1216,HP,1.47,Windows,8.0,Intel Core i3,3000.0,14.0,LCD,0.0,1690.0,1920.0,1080.0
1217,Dell,1.42,Windows,8.0,Intel Core i5,2400.0,14.0,LED,0.0,3537.0,1920.0,1080.0
1218,HP,1.35,Windows,16.0,Intel Core i7,2800.0,14.0,IPS,0.0,5190.0,1920.0,1080.0
1219,Lenovo,1.66,Windows,16.0,Intel Core i7,1300.0,15.6,IPS,0.0,5090.0,1920.0,1080.0
1220,Asus,2.6,Windows,16.0,Intel Core i7,3500.0,17.3,LCD,0.0,5059.0,1920.0,1080.0
1221,Dell,1.42,Windows,8.0,Intel Core i7,2800.0,14.0,LED,0.0,4190.0,1920.0,1080.0
1222,Asus,1.2,Windows,16.0,Intel Core i7,2800.0,13.3,LCD,0.0,4386.0,1920.0,1080.0
1223,Asus,2.2,Windows,16.0,Intel Core i7,2400.0,15.6,LCD,0.0,6400.0,1920.0,1080.0
1224,Acer,1.19,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,2950.0,1920.0,1080.0
1225,Lenovo,2.1,Windows,8.0,Intel Core i7,2800.0,17.3,IPS,0.0,4028.0,1920.0,1080.0
1226,Asus,1.22,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,2699.0,1920.0,1080.0
1227,Lenovo,1.38,Windows,16.0,Intel Core i5,3300.0,14.0,IPS,1.0,7980.0,1920.0,1200.0
1228,Lenovo,1.65,Windows,16.0,Intel Core i5,3300.0,15.6,IPS,0.0,4674.0,1920.0,1080.0
1229,Asus,1.6,Windows,16.0,Intel Core i7,2800.0,14.0,LCD,0.0,3149.0,1920.0,1080.0
1231,Dell,0.96,Windows,16.0,Intel Core i5,3300.0,13.3,LCD,0.0,4500.0,1920.0,1080.0
1232,Dell,1.2,Windows,16.0,Intel Core i7,3000.0,13.3,LCD,0.0,7348.0,1920.0,1080.0
1233,Dell,1.57,Windows,16.0,Intel Core i5,3200.0,15.6,LED,0.0,3719.0,1920.0,1080.0
1234,Lenovo,1.65,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2348.0,1920.0,1080.0
1235,HP,1.75,Windows,16.0,Intel Core i7,2800.0,15.6,IPS,0.0,2999.0,1920.0,1080.0
1236,Lenovo,1.9,Windows,16.0,AMD Ryzen 7,3200.0,16.0,IPS,0.0,6590.0,2560.0,1600.0
1237,Asus,1.8,Windows,16.0,Intel Core i7,2800.0,15.6,OLED,0.0,3790.0,1920.0,1080.0
1238,Dell,1.65,Windows,16.0,Intel Core i7,3500.0,15.6,LCD,0.0,9390.0,1920.0,1080.0
1239,Dell,2.51,Windows,16.0,Intel Core i9,2400.0,15.6,LED,0.0,8521.0,2560.0,1440.0
1240,Lenovo,1.38,Windows,8.0,Intel Core i5,1600.0,13.3,IPS,0.0,3199.0,1920.0,1080.0
1241,Lenovo,1.45,Windows,4.0,Intel Pentium Silver,1100.0,15.6,LCD,0.0,1214.0,1920.0,1080.0
1242,Asus,1.99,Windows,32.0,Intel Core i9,2400.0,15.6,LCD,0.0,14990.0,3840.0,2160.0
1243,Lenovo,1.65,Windows,8.0,Intel Core i7,2800.0,15.6,LCD,0.0,3063.0,1920.0,1080.0
1245,Asus,1.8,Windows,16.0,Intel Core i5,2400.0,15.6,LCD,0.0,3192.0,1920.0,1080.0
1246,Asus,1.8,Windows,8.0,Intel Core i5,2400.0,15.6,OLED,0.0,2590.0,1920.0,1080.0
1247,HP,1.46,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,2499.0,1920.0,1080.0
1248,Dell,1.3,Windows,8.0,Intel Core i5,1600.0,14.0,LCD,0.0,4738.0,1920.0,1080.0
1249,Lenovo,2.49,Windows,16.0,Intel Core i7,3500.0,16.0,IPS,0.0,9052.0,2560.0,1600.0
1250,Dell,1.49,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,2500.0,1920.0,1080.0
1251,Dell,1.2,Windows,8.0,Intel Core i5,2400.0,13.3,LCD,0.0,4431.0,1920.0,1080.0
1252,Lenovo,1.65,Windows,16.0,Intel Core i7,3500.0,15.6,LCD,0.0,3272.0,1920.0,1080.0
1253,Lenovo,1.53,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,0.0,4840.0,1920.0,1080.0
1254,Asus,1.8,Windows,8.0,Intel Core i3,3000.0,15.6,LCD,0.0,1399.0,1920.0,1080.0
1255,Lenovo,1.65,Windows,16.0,Intel Core i7,3500.0,15.6,LCD,0.0,3535.0,1920.0,1080.0
1256,Lenovo,1.69,Windows,8.0,Intel Core i5,1600.0,14.0,IPS,0.0,3199.0,1920.0,1080.0
1257,Lenovo,1.65,Windows,16.0,Intel Core i5,3300.0,13.0,IPS,0.0,7899.0,2160.0,1350.0
1258,HP,1.75,Windows,8.0,Intel Core i3,1200.0,15.6,IPS,0.0,2318.0,1920.0,1080.0
1259,Dell,1.96,Windows,16.0,Intel Core i7,2700.0,16.0,LCD,0.0,5789.0,3072.0,1920.0
1260,HP,1.47,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,0.0,2389.0,1920.0,1080.0
1261,Lenovo,2.1,Windows,8.0,Intel Core i5,2400.0,17.3,IPS,0.0,2890.0,1920.0,1080.0
1262,Lenovo,1.51,Windows,8.0,Intel Core i5,1600.0,14.0,IPS,0.0,6990.0,1920.0,1080.0
1263,Asus,1.65,Windows,16.0,Intel Core i7,3500.0,14.0,LED,0.0,7074.0,1920.0,1080.0
1264,Lenovo,1.55,Windows,16.0,AMD Ryzen 7 PRO,1900.0,14.0,IPS,0.0,4920.0,1920.0,1080.0
1265,Asus,1.8,Windows,8.0,Intel Core i3,3000.0,15.6,LCD,0.0,1944.0,1920.0,1080.0
1266,Dell,1.64,Windows,16.0,Intel Core i7,2800.0,15.6,LCD,0.0,5449.0,1920.0,1080.0
